"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Unique_hue","Seed","Dif","RHAD","Error_rate_hue","Error_rate_sat"
"222","a5pw",2,"seed mustard","Danish","29","male","dansk",6813,"1","Pure transmission","2",1,"seed sennepsgul",50,50,63,83,52,49,62.4,49.85,13.4,106.772908366534,3,20
"223","a5pw",4,"seed dark rose","Danish","29","male","dansk",12597,"1","Pure transmission","2",1,"seed mørk rosa",50,50,51,58,332,326,372.2,327.55,46.2,103.471444568869,6,7
"224","a5pw",3,"seed grass green","Danish","29","male","dansk",9517,"1","Pure transmission","2",1,"seed græsgrøn",50,50,67,55,119,109,136.5,117.98,27.5,148.488120950324,10,12
"225","a5ul",5,"seed dark rose","Danish","27","male","Dansk",17107,"2","Naming transmission","1",7,"seed mørk rosa",50,50,63,61,334,325,372.2,327.55,47.2,105.711086226204,9,2
"226","a5ul",5,"seed grass green","Danish","27","male","Dansk",13432,"2","Naming transmission","1",7,"seed græsgrøn",50,50,59,53,107,129,136.5,117.98,7.5,40.4967602591793,22,6
"227","a5ul",3,"seed ocean blue","Danish","27","male","Dansk",23808,"2","Naming transmission","1",7,"seed havblå",50,50,44,65,181,174,193.6,179.34,19.6,137.447405329593,7,21
"228","a5ul",6,"seed mustard","Danish","27","male","Dansk",10845,"2","Naming transmission","1",7,"seed sennepsgul",50,50,41,38,46,49,62.4,49.85,13.4,106.772908366534,3,3
"229","akcp",5,"seed mustard","Danish","36","female","dansk",46656,"1","Pure transmission","1",13,"seed sennepsgul",50,50,57,76,37,40,62.4,49.85,22.4,178.486055776892,3,19
"230","akcp",6,"seed dark rose","Danish","36","female","dansk",3517,"1","Pure transmission","1",13,"seed mørk rosa",50,50,58,67,324,318,372.2,327.55,54.2,121.388577827548,6,9
"231","akcp",4,"seed ocean blue","Danish","36","female","dansk",12950,"1","Pure transmission","1",13,"seed havblå",50,50,75,60,184,183,193.6,179.34,10.6,74.3338008415147,1,15
"232","akcp",5,"seed grass green","Danish","36","female","dansk",33165,"1","Pure transmission","1",13,"seed græsgrøn",50,50,58,66,137,135,136.5,117.98,1.5,8.09935205183585,2,8
"233","akyt",6,"seed ocean blue","Danish","24","female","Dansk",15174,"1","Pure transmission","4",7,"seed havblå",50,50,49,67,180,180,193.6,179.34,13.6,95.3716690042076,0,18
"234","akyt",5,"seed grass green","Danish","24","female","Dansk",13461,"1","Pure transmission","4",7,"seed græsgrøn",50,50,69,65,112,131,136.5,117.98,5.5,29.6976241900648,19,4
"235","akyt",5,"seed dark rose","Danish","24","female","Dansk",7603,"1","Pure transmission","4",7,"seed mørk rosa",50,50,66,74,329,318,372.2,327.55,54.2,121.388577827548,11,8
"236","akyt",4,"seed mustard","Danish","24","female","Dansk",28221,"1","Pure transmission","4",7,"seed sennepsgul",50,50,69,60,57,56,62.4,49.85,6.4,50.996015936255,1,9
"237","amtj",4,"seed dark rose","Danish","26","female","Dansk",10431,"2","Naming transmission","2",11,"seed mørk rosa",50,50,59,61,311,311,372.2,327.55,61.2,137.066069428891,0,2
"238","amtj",4,"seed mustard","Danish","26","female","Dansk",14569,"2","Naming transmission","2",11,"seed sennepsgul",50,50,59,61,37,38,62.4,49.85,24.4,194.422310756972,1,2
"239","amtj",3,"seed ocean blue","Danish","26","female","Dansk",41977,"2","Naming transmission","2",11,"seed havblå",50,50,82,87,183,184,193.6,179.34,9.59999999999999,67.3211781206171,1,5
"240","amtj",4,"seed grass green","Danish","26","female","Dansk",21946,"2","Naming transmission","2",11,"seed græsgrøn",50,50,63,68,129,129,136.5,117.98,7.5,40.4967602591793,0,5
"241","bf6y",5,"seed mustard","English","25","male","Dansk",46273,"1","Pure transmission","0",12,"seed mustard",50,50,48,66,15,23,62.4,49.85,39.4,313.94422310757,8,18
"242","bf6y",5,"seed dark rose","English","25","male","Dansk",4620,"1","Pure transmission","0",12,"seed dark rose",50,50,84,61,297,302,372.2,327.55,70.2,157.222844344905,5,23
"243","bf6y",5,"seed grass green","English","25","male","Dansk",17144,"1","Pure transmission","0",12,"seed grass green",50,50,77,71,131,108,136.5,117.98,28.5,153.887688984881,23,6
"244","bf6y",5,"seed ocean blue","English","25","male","Dansk",18089,"1","Pure transmission","0",12,"seed ocean blue",50,50,80,78,200,201,193.6,179.34,-7.40000000000001,-51.8934081346424,1,2
"245","bl5p",5,"seed dark rose","Danish","28","male","Dansk",28439,"2","Naming transmission","2",14,"seed mørk rosa",50,50,55,59,315,311,372.2,327.55,61.2,137.066069428891,4,4
"246","bl5p",5,"seed ocean blue","Danish","28","male","Dansk",18585,"2","Naming transmission","2",14,"seed havblå",50,50,73,72,184,184,193.6,179.34,9.59999999999999,67.3211781206171,0,1
"247","bl5p",6,"seed mustard","Danish","28","male","Dansk",17125,"2","Naming transmission","2",14,"seed sennepsgul",50,50,65,56,41,42,62.4,49.85,20.4,162.549800796813,1,9
"248","bl5p",5,"seed grass green","Danish","28","male","Dansk",33029,"2","Naming transmission","2",14,"seed græsgrøn",50,50,77,80,135,118,136.5,117.98,18.5,99.8920086393089,17,3
"249","br1u",6,"seed mustard","Danish","26","male","dansk",26423,"1","Pure transmission","0",5,"seed sennepsgul",50,50,60,72,60,63,62.4,49.85,-0.600000000000001,-4.78087649402392,3,12
"250","br1u",4,"seed ocean blue","Danish","26","male","dansk",37512,"1","Pure transmission","0",5,"seed havblå",50,50,51,52,193,191,193.6,179.34,2.59999999999999,18.2328190743338,2,1
"251","br1u",6,"seed grass green","Danish","26","male","dansk",7425,"1","Pure transmission","0",5,"seed græsgrøn",50,50,60,66,93,92,136.5,117.98,44.5,240.280777537797,1,6
"252","br1u",2,"seed dark rose","Danish","26","male","dansk",19915,"1","Pure transmission","0",5,"seed mørk rosa",50,50,64,60,325,325,372.2,327.55,47.2,105.711086226204,0,4
"253","chvc",6,"seed grass green","English","19","male","Polish",30672,"1","Pure transmission","0",11,"seed grass green",50,50,91,77,133,131,136.5,117.98,5.5,29.6976241900648,2,14
"254","chvc",4,"seed dark rose","English","19","male","Polish",41730,"1","Pure transmission","0",11,"seed dark rose",50,50,57,84,315,297,372.2,327.55,75.2,168.421052631579,18,27
"255","chvc",6,"seed mustard","English","19","male","Polish",6123,"1","Pure transmission","0",11,"seed mustard",50,50,46,48,17,15,62.4,49.85,47.4,377.689243027888,2,2
"256","chvc",5,"seed ocean blue","English","19","male","Polish",15262,"1","Pure transmission","0",11,"seed ocean blue",50,50,58,80,197,200,193.6,179.34,-6.40000000000001,-44.8807854137448,3,22
"257","ct5u",4,"seed mustard","Danish","21","male","Dansk",20158,"1","Pure transmission","2",2,"seed sennepsgul",50,50,83,66,49,49,62.4,49.85,13.4,106.772908366534,0,17
"258","ct5u",5,"seed grass green","Danish","21","male","Dansk",6750,"1","Pure transmission","2",2,"seed græsgrøn",50,50,55,40,109,112,136.5,117.98,24.5,132.289416846652,3,15
"259","ct5u",6,"seed dark rose","Danish","21","male","Dansk",24458,"1","Pure transmission","2",2,"seed mørk rosa",50,50,58,54,326,325,372.2,327.55,47.2,105.711086226204,1,4
"260","ct5u",5,"seed ocean blue","Danish","21","male","Dansk",20141,"1","Pure transmission","2",2,"seed havblå",50,50,46,67,179,182,193.6,179.34,11.6,81.3464235624124,3,21
"261","d201",5,"seed ocean blue","Danish","25","male","Dansk",9836,"1","Pure transmission","4",3,"seed havblå",50,50,55,55,180,179,193.6,179.34,14.6,102.384291725105,1,0
"262","d201",5,"seed mustard","Danish","25","male","Dansk",17417,"1","Pure transmission","4",3,"seed sennepsgul",50,50,59,51,49,53,62.4,49.85,9.4,74.9003984063745,4,8
"263","d201",5,"seed dark rose","Danish","25","male","Dansk",33724,"1","Pure transmission","4",3,"seed mørk rosa",50,50,55,50,329,329,372.2,327.55,43.2,96.7525195968645,0,5
"264","d201",3,"seed grass green","Danish","25","male","Dansk",69460,"1","Pure transmission","4",3,"seed græsgrøn",50,50,79,71,139,127,136.5,117.98,9.5,51.2958963282938,12,8
"265","db8f",5,"seed mustard","Danish","22","male","Dansk",30120,"1","Pure transmission","2",6,"seed sennepsgul",50,50,62,53,47,43,62.4,49.85,19.4,154.581673306773,4,9
"266","db8f",5,"seed ocean blue","Danish","22","male","Dansk",7910,"1","Pure transmission","2",6,"seed havblå",50,50,56,53,179,180,193.6,179.34,13.6,95.3716690042076,1,3
"267","db8f",4,"seed dark rose","Danish","22","male","Dansk",38006,"1","Pure transmission","2",6,"seed mørk rosa",50,50,29,36,306,304,372.2,327.55,68.2,152.743561030235,2,7
"268","db8f",4,"seed grass green","Danish","22","male","Dansk",32055,"1","Pure transmission","2",6,"seed græsgrøn",50,50,61,75,121,135,136.5,117.98,1.5,8.09935205183585,14,14
"269","denc",5,"seed grass green","Danish","25","female","Dansk",12797,"1","Pure transmission","4",14,"seed græsgrøn",50,50,62,74,135,139,136.5,117.98,-2.5,-13.4989200863931,4,12
"270","denc",5,"seed ocean blue","Danish","25","female","Dansk",9398,"1","Pure transmission","4",14,"seed havblå",50,50,54,60,186,186,193.6,179.34,7.59999999999999,53.2959326788219,0,6
"271","denc",5,"seed dark rose","Danish","25","female","Dansk",8938,"1","Pure transmission","4",14,"seed mørk rosa",50,50,58,92,305,297,372.2,327.55,75.2,168.421052631579,8,34
"272","denc",5,"seed mustard","Danish","25","female","Dansk",9984,"1","Pure transmission","4",14,"seed sennepsgul",50,50,49,43,61,61,62.4,49.85,1.4,11.1553784860558,0,6
"273","dt6w",6,"seed dark rose","English","48","female","portuguese",18218,"2","Naming transmission","1",0,"seed dark rose",50,50,60,58,327.55,328,372.2,327.55,44.2,98.9921612541994,0.449999999999989,2
"274","dt6w",6,"seed grass green","English","48","female","portuguese",3504,"2","Naming transmission","1",0,"seed grass green",50,50,60,60,117.98,113,136.5,117.98,23.5,126.889848812095,4.98,0
"275","dt6w",6,"seed mustard","English","48","female","portuguese",42889,"2","Naming transmission","1",0,"seed mustard",50,50,60,66,49.85,52,62.4,49.85,10.4,82.8685258964144,2.15,6
"276","dt6w",6,"seed ocean blue","English","48","female","portuguese",9188,"2","Naming transmission","1",0,"seed ocean blue",50,50,60,68,179.34,184,193.6,179.34,9.59999999999999,67.3211781206171,4.66,8
"277","dxfn",4,"seed grass green","Danish","22","female","Dansk",14205,"1","Pure transmission","2",3,"seed græsgrøn",50,50,40,66,112,124,136.5,117.98,12.5,67.4946004319655,12,26
"278","dxfn",6,"seed mustard","Danish","22","female","Dansk",4654,"1","Pure transmission","2",3,"seed sennepsgul",50,50,66,63,49,50,62.4,49.85,12.4,98.804780876494,1,3
"279","dxfn",6,"seed dark rose","Danish","22","female","Dansk",11131,"1","Pure transmission","2",3,"seed mørk rosa",50,50,54,50,325,326,372.2,327.55,46.2,103.471444568869,1,4
"280","dxfn",5,"seed ocean blue","Danish","22","female","Dansk",19399,"1","Pure transmission","2",3,"seed havblå",50,50,67,63,182,180,193.6,179.34,13.6,95.3716690042076,2,4
"281","e913",6,"seed dark rose","Danish","23","male","Dansk",7399,"1","Pure transmission","1",8,"seed mørk rosa",50,50,64,87,295,292,372.2,327.55,80.2,179.619260918253,3,23
"282","e913",5,"seed mustard","Danish","23","male","Dansk",21870,"1","Pure transmission","1",8,"seed sennepsgul",50,50,62,57,42,43,62.4,49.85,19.4,154.581673306773,1,5
"283","e913",4,"seed grass green","Danish","23","male","Dansk",18098,"1","Pure transmission","1",8,"seed græsgrøn",50,50,69,69,135,138,136.5,117.98,-1.5,-8.09935205183585,3,0
"284","e913",2,"seed ocean blue","Danish","23","male","Dansk",76250,"1","Pure transmission","1",8,"seed havblå",50,50,75,69,184,180,193.6,179.34,13.6,95.3716690042076,4,6
"285","epfu",6,"seed dark rose","Danish","23","female","dansk",15860,"2","Naming transmission","4",10,"seed mørk rosa",50,50,55,58,309,310,372.2,327.55,62.2,139.305711086226,1,3
"286","epfu",6,"seed mustard","Danish","23","female","dansk",15049,"2","Naming transmission","4",10,"seed sennepsgul",50,50,45,47,68,70,62.4,49.85,-7.6,-60.5577689243028,2,2
"287","epfu",4,"seed grass green","Danish","23","female","dansk",38906,"2","Naming transmission","4",10,"seed græsgrøn",50,50,63,67,97,109,136.5,117.98,27.5,148.488120950324,12,4
"288","epfu",6,"seed ocean blue","Danish","23","female","dansk",18651,"2","Naming transmission","4",10,"seed havblå",50,50,69,69,187,185,193.6,179.34,8.59999999999999,60.3085553997195,2,0
"289","epj1",5,"seed grass green","English","43","male","spanish",8019,"2","Naming transmission","0",6,"seed grass green",50,50,66,53,138,136,136.5,117.98,0.5,2.69978401727862,2,13
"290","epj1",4,"seed dark rose","English","43","male","spanish",17631,"2","Naming transmission","0",6,"seed dark rose",50,50,65,74,309,311,372.2,327.55,61.2,137.066069428891,2,9
"291","epj1",4,"seed mustard","English","43","male","spanish",7836,"2","Naming transmission","0",6,"seed mustard",50,50,55,55,46,49,62.4,49.85,13.4,106.772908366534,3,0
"292","epj1",5,"seed ocean blue","English","43","male","spanish",12069,"2","Naming transmission","0",6,"seed ocean blue",50,50,73,79,186,188,193.6,179.34,5.59999999999999,39.2706872370266,2,6
"293","eqex",4,"seed mustard","English","29","female","GermanAfrikaans",90002,"2","Naming transmission","0",1,"seed mustard",50,50,72,69,48,43,62.4,49.85,19.4,154.581673306773,5,3
"294","eqex",4,"seed dark rose","English","29","female","GermanAfrikaans",9420,"2","Naming transmission","0",1,"seed dark rose",50,50,52,46,321,328,372.2,327.55,44.2,98.9921612541994,7,6
"295","eqex",4,"seed grass green","English","29","female","GermanAfrikaans",21095,"2","Naming transmission","0",1,"seed grass green",50,50,43,50,133,136,136.5,117.98,0.5,2.69978401727862,3,7
"296","eqex",4,"seed ocean blue","English","29","female","GermanAfrikaans",19758,"2","Naming transmission","0",1,"seed ocean blue",50,50,71,66,180,182,193.6,179.34,11.6,81.3464235624124,2,5
"297","ey6l",3,"seed mustard","Danish","27","male","dansk",35569,"2","Naming transmission","4",6,"seed sennepsgul",50,50,52,44,72,69,62.4,49.85,-6.6,-52.589641434263,3,8
"298","ey6l",3,"seed dark rose","Danish","27","male","dansk",24525,"2","Naming transmission","4",6,"seed mørk rosa",50,50,80,62,300,305,372.2,327.55,67.2,150.5039193729,5,18
"299","ey6l",0,"seed ocean blue","Danish","27","male","dansk",116870,"2","Naming transmission","4",6,"seed havblå",50,50,55,66,184,189,193.6,179.34,4.59999999999999,32.258064516129,5,11
"300","ey6l",4,"seed grass green","Danish","27","male","dansk",13527,"2","Naming transmission","4",6,"seed græsgrøn",50,50,85,89,108,121,136.5,117.98,15.5,83.6933045356372,13,4
"301","eyxs",5,"seed ocean blue","Danish","25","female","dansk",10304,"1","Pure transmission","2",11,"seed havblå",50,50,73,78,181,183,193.6,179.34,10.6,74.3338008415147,2,5
"302","eyxs",6,"seed grass green","Danish","25","female","dansk",13142,"1","Pure transmission","2",11,"seed græsgrøn",50,50,79,64,109,102,136.5,117.98,34.5,186.285097192225,7,15
"303","eyxs",5,"seed mustard","Danish","25","female","dansk",7917,"1","Pure transmission","2",11,"seed sennepsgul",50,50,48,61,46,49,62.4,49.85,13.4,106.772908366534,3,13
"304","eyxs",6,"seed dark rose","Danish","25","female","dansk",6679,"1","Pure transmission","2",11,"seed mørk rosa",50,50,52,39,295,300,372.2,327.55,72.2,161.702127659575,5,13
"305","f4z3",6,"seed dark rose","Danish","20","female","dansk",25349,"2","Naming transmission","3",6,"seed mørk rosa",50,50,78,75,329,331,372.2,327.55,41.2,92.2732362821949,2,3
"306","f4z3",5,"seed grass green","Danish","20","female","dansk",33080,"2","Naming transmission","3",6,"seed græsgrøn",50,50,46,49,105,103,136.5,117.98,33.5,180.885529157667,2,3
"307","f4z3",5,"seed ocean blue","Danish","20","female","dansk",38036,"2","Naming transmission","3",6,"seed havblå",50,50,58,58,183,182,193.6,179.34,11.6,81.3464235624124,1,0
"308","f4z3",5,"seed mustard","Danish","20","female","dansk",12361,"2","Naming transmission","3",6,"seed sennepsgul",50,50,63,68,48,48,62.4,49.85,14.4,114.741035856574,0,5
"309","f54z",6,"seed mustard","English","22","male","Czech",4574,"1","Pure transmission","0",9,"seed mustard",50,50,53,53,13,19,62.4,49.85,43.4,345.816733067729,6,0
"310","f54z",6,"seed dark rose","English","22","male","Czech",47274,"1","Pure transmission","0",9,"seed dark rose",50,50,59,60,313,308,372.2,327.55,64.2,143.784994400896,5,1
"311","f54z",6,"seed ocean blue","English","22","male","Czech",22450,"1","Pure transmission","0",9,"seed ocean blue",50,50,82,75,196,195,193.6,179.34,-1.40000000000001,-9.81767180925671,1,7
"312","f54z",5,"seed grass green","English","22","male","Czech",17191,"1","Pure transmission","0",9,"seed grass green",50,50,73,77,123,130,136.5,117.98,6.5,35.097192224622,7,4
"313","f7xg",6,"seed dark rose","Danish","54","female","Dansk",11900,"2","Naming transmission","4",2,"seed mørk rosa",50,50,47,41,321,323,372.2,327.55,49.2,110.190369540873,2,6
"314","f7xg",2,"seed ocean blue","Danish","54","female","Dansk",165839,"2","Naming transmission","4",2,"seed havblå",50,50,88,72,184,185,193.6,179.34,8.59999999999999,60.3085553997195,1,16
"315","f7xg",5,"seed grass green","Danish","54","female","Dansk",20391,"2","Naming transmission","4",2,"seed græsgrøn",50,50,62,70,112,115,136.5,117.98,21.5,116.090712742981,3,8
"316","f7xg",5,"seed mustard","Danish","54","female","Dansk",4931,"2","Naming transmission","4",2,"seed sennepsgul",50,50,45,55,55,49,62.4,49.85,13.4,106.772908366534,6,10
"317","fal4",5,"seed dark rose","Danish","28","male","ita",13938,"1","Pure transmission","1",1,"seed mørk rosa",50,50,64,64,314,300,372.2,327.55,72.2,161.702127659575,14,0
"318","fal4",4,"seed ocean blue","Danish","28","male","ita",9620,"1","Pure transmission","1",1,"seed havblå",50,50,59,76,182,180,193.6,179.34,13.6,95.3716690042076,2,17
"319","fal4",6,"seed mustard","Danish","28","male","ita",4651,"1","Pure transmission","1",1,"seed sennepsgul",50,50,55,67,45,46,62.4,49.85,16.4,130.677290836653,1,12
"320","fal4",6,"seed grass green","Danish","28","male","ita",2311,"1","Pure transmission","1",1,"seed græsgrøn",50,50,60,65,114,135,136.5,117.98,1.5,8.09935205183585,21,5
"321","fvdv",4,"seed mustard","Danish","44","female","Danskogengelsk",29860,"1","Pure transmission","5",2,"seed sennepsgul",50,50,50,58,56,56,62.4,49.85,6.4,50.996015936255,0,8
"322","fvdv",3,"seed dark rose","Danish","44","female","Danskogengelsk",46494,"1","Pure transmission","5",2,"seed mørk rosa",50,50,51,60,326,325,372.2,327.55,47.2,105.711086226204,1,9
"323","fvdv",4,"seed grass green","Danish","44","female","Danskogengelsk",19877,"1","Pure transmission","5",2,"seed græsgrøn",50,50,53,53,100,94,136.5,117.98,42.5,229.481641468683,6,0
"324","fvdv",4,"seed ocean blue","Danish","44","female","Danskogengelsk",13579,"1","Pure transmission","5",2,"seed havblå",50,50,73,68,185,182,193.6,179.34,11.6,81.3464235624124,3,5
"325","fxo2",5,"seed grass green","English","22","male","Czech",26948,"1","Pure transmission","1",0,"seed grass green",50,50,60,63,117.98,122,136.5,117.98,14.5,78.2937365010799,4.02,3
"326","fxo2",5,"seed mustard","English","22","male","Czech",25656,"1","Pure transmission","1",0,"seed mustard",50,50,60,61,49.85,50,62.4,49.85,12.4,98.804780876494,0.149999999999999,1
"327","fxo2",5,"seed ocean blue","English","22","male","Czech",23037,"1","Pure transmission","1",0,"seed ocean blue",50,50,60,71,179.34,177,193.6,179.34,16.6,116.4095371669,2.34,11
"328","fxo2",6,"seed dark rose","English","22","male","Czech",16597,"1","Pure transmission","1",0,"seed dark rose",50,50,60,60,327.55,328,372.2,327.55,44.2,98.9921612541994,0.449999999999989,0
"329","g3nb",5,"seed mustard","Danish","23","female","Dansk",6749,"1","Pure transmission","1",9,"seed sennepsgul",50,50,57,58,43,39,62.4,49.85,23.4,186.454183266932,4,1
"330","g3nb",5,"seed ocean blue","Danish","23","female","Dansk",17991,"1","Pure transmission","1",9,"seed havblå",50,50,69,60,180,181,193.6,179.34,12.6,88.35904628331,1,9
"331","g3nb",4,"seed dark rose","Danish","23","female","Dansk",7861,"1","Pure transmission","1",9,"seed mørk rosa",50,50,87,70,292,302,372.2,327.55,70.2,157.222844344905,10,17
"332","g3nb",5,"seed grass green","Danish","23","female","Dansk",22056,"1","Pure transmission","1",9,"seed græsgrøn",50,50,69,61,138,137,136.5,117.98,-0.5,-2.69978401727862,1,8
"333","g72t",5,"seed ocean blue","Danish","22","male","Dansk",28482,"2","Naming transmission","4",11,"seed havblå",50,50,69,73,185,184,193.6,179.34,9.59999999999999,67.3211781206171,1,4
"334","g72t",4,"seed dark rose","Danish","22","male","Dansk",54773,"2","Naming transmission","4",11,"seed mørk rosa",50,50,58,67,310,304,372.2,327.55,68.2,152.743561030235,6,9
"335","g72t",5,"seed mustard","Danish","22","male","Dansk",36514,"2","Naming transmission","4",11,"seed sennepsgul",50,50,47,52,70,65,62.4,49.85,-2.6,-20.7171314741036,5,5
"336","g72t",6,"seed grass green","Danish","22","male","Dansk",34550,"2","Naming transmission","4",11,"seed græsgrøn",50,50,67,65,109,116,136.5,117.98,20.5,110.691144708423,7,2
"337","g7r4",5,"seed ocean blue","Danish","24","male","Engelsk",10844,"2","Naming transmission","0",14,"seed havblå",50,50,57,54,189,187,193.6,179.34,6.59999999999999,46.2833099579243,2,3
"338","g7r4",5,"seed mustard","Danish","24","male","Engelsk",11879,"2","Naming transmission","0",14,"seed sennepsgul",50,50,72,69,51,52,62.4,49.85,10.4,82.8685258964144,1,3
"339","g7r4",5,"seed grass green","Danish","24","male","Engelsk",29036,"2","Naming transmission","0",14,"seed græsgrøn",50,50,47,51,110,105,136.5,117.98,31.5,170.086393088553,5,4
"340","g7r4",5,"seed dark rose","Danish","24","male","Engelsk",42775,"2","Naming transmission","0",14,"seed mørk rosa",50,50,62,88,301,293,372.2,327.55,79.2,177.379619260918,8,26
"341","gvon",5,"seed mustard","Danish","25","male","Dansk",7233,"1","Pure transmission","4",1,"seed sennepsgul",50,50,64,63,51,48,62.4,49.85,14.4,114.741035856574,3,1
"342","gvon",5,"seed dark rose","Danish","25","male","Dansk",10094,"1","Pure transmission","4",1,"seed mørk rosa",50,50,49,51,324,326,372.2,327.55,46.2,103.471444568869,2,2
"343","gvon",4,"seed ocean blue","Danish","25","male","Dansk",18448,"1","Pure transmission","4",1,"seed havblå",50,50,55,53,181,180,193.6,179.34,13.6,95.3716690042076,1,2
"344","gvon",4,"seed grass green","Danish","25","male","Dansk",13397,"1","Pure transmission","4",1,"seed græsgrøn",50,50,72,68,134,134,136.5,117.98,2.5,13.4989200863931,0,4
"345","h8m1",5,"seed grass green","Danish","51","male","dansk",31518,"1","Pure transmission","4",8,"seed græsgrøn",50,50,65,61,131,129,136.5,117.98,7.5,40.4967602591793,2,4
"346","h8m1",4,"seed dark rose","Danish","51","male","dansk",39390,"1","Pure transmission","4",8,"seed mørk rosa",50,50,74,80,318,317,372.2,327.55,55.2,123.628219484882,1,6
"347","h8m1",5,"seed mustard","Danish","51","male","dansk",28433,"1","Pure transmission","4",8,"seed sennepsgul",50,50,60,54,56,55,62.4,49.85,7.4,58.9641434262948,1,6
"348","h8m1",3,"seed ocean blue","Danish","51","male","dansk",57114,"1","Pure transmission","4",8,"seed havblå",50,50,67,59,180,179,193.6,179.34,14.6,102.384291725105,1,8
"349","hfpw",3,"seed ocean blue","Danish","19","female","Dansk",34511,"2","Naming transmission","2",1,"seed havblå",50,50,51,65,177,176,193.6,179.34,17.6,123.422159887798,1,14
"350","hfpw",5,"seed dark rose","Danish","19","female","Dansk",11503,"2","Naming transmission","2",1,"seed mørk rosa",50,50,64,61,321,318,372.2,327.55,54.2,121.388577827548,3,3
"351","hfpw",2,"seed mustard","Danish","19","female","Dansk",15114,"2","Naming transmission","2",1,"seed sennepsgul",50,50,60,74,52,47,62.4,49.85,15.4,122.709163346614,5,14
"352","hfpw",6,"seed grass green","Danish","19","female","Dansk",7115,"2","Naming transmission","2",1,"seed græsgrøn",50,50,62,53,103,103,136.5,117.98,33.5,180.885529157667,0,9
"353","ho7n",2,"seed ocean blue","Danish","22","male","Dansk",61949,"2","Naming transmission","1",12,"seed havblå",50,50,77,53,178,169,193.6,179.34,24.6,172.510518934081,9,24
"354","ho7n",4,"seed grass green","Danish","22","male","Dansk",29265,"2","Naming transmission","1",12,"seed græsgrøn",50,50,50,46,136,119,136.5,117.98,17.5,94.4924406047516,17,4
"355","ho7n",5,"seed dark rose","Danish","22","male","Dansk",11687,"2","Naming transmission","1",12,"seed mørk rosa",50,50,70,62,310,307,372.2,327.55,65.2,146.024636058231,3,8
"356","ho7n",5,"seed mustard","Danish","22","male","Dansk",8810,"2","Naming transmission","1",12,"seed sennepsgul",50,50,39,46,56,54,62.4,49.85,8.4,66.9322709163347,2,7
"357","hqlg",2,"seed mustard","Danish","21","male","Dansk",46470,"2","Naming transmission","1",0,"seed sennepsgul",50,50,60,50,49.85,47,62.4,49.85,15.4,122.709163346614,2.85,10
"358","hqlg",4,"seed dark rose","Danish","21","male","Dansk",11326,"2","Naming transmission","1",0,"seed mørk rosa",50,50,60,60,327.55,325,372.2,327.55,47.2,105.711086226204,2.55000000000001,0
"359","hqlg",4,"seed ocean blue","Danish","21","male","Dansk",18788,"2","Naming transmission","1",0,"seed havblå",50,50,60,57,179.34,178,193.6,179.34,15.6,109.396914446003,1.34,3
"360","hqlg",5,"seed grass green","Danish","21","male","Dansk",10709,"2","Naming transmission","1",0,"seed græsgrøn",50,50,60,64,117.98,108,136.5,117.98,28.5,153.887688984881,9.98,4
"361","ht80",6,"seed mustard","Danish","20","female","Hollandsk",15727,"1","Pure transmission","3",7,"seed sennepsgul",50,50,53,56,53,53,62.4,49.85,9.4,74.9003984063745,0,3
"362","ht80",4,"seed grass green","Danish","20","female","Hollandsk",18576,"1","Pure transmission","3",7,"seed græsgrøn",50,50,60,53,132,125,136.5,117.98,11.5,62.0950323974082,7,7
"363","ht80",4,"seed dark rose","Danish","20","female","Hollandsk",26875,"1","Pure transmission","3",7,"seed mørk rosa",50,50,46,44,319,319,372.2,327.55,53.2,119.148936170213,0,2
"364","ht80",0,"seed ocean blue","Danish","20","female","Hollandsk",17914,"1","Pure transmission","3",7,"seed havblå",50,50,37,24,180,182,193.6,179.34,11.6,81.3464235624124,2,13
"365","j3tr",4,"seed ocean blue","Danish","46","female","dansk",47095,"1","Pure transmission","3",4,"seed havblå",50,50,52,28,182,180,193.6,179.34,13.6,95.3716690042076,2,24
"366","j3tr",6,"seed dark rose","Danish","46","female","dansk",36947,"1","Pure transmission","3",4,"seed mørk rosa",50,50,68,62,322,323,372.2,327.55,49.2,110.190369540873,1,6
"367","j3tr",5,"seed mustard","Danish","46","female","dansk",23324,"1","Pure transmission","3",4,"seed sennepsgul",50,50,81,64,52,53,62.4,49.85,9.4,74.9003984063745,1,17
"368","j3tr",5,"seed grass green","Danish","46","female","dansk",18674,"1","Pure transmission","3",4,"seed græsgrøn",50,50,50,58,119,128,136.5,117.98,8.5,45.8963282937365,9,8
"369","jc7z",4,"seed grass green","English","24","male","Croatian",29078,"1","Pure transmission","0",4,"seed grass green",50,50,59,59,114,106,136.5,117.98,30.5,164.686825053996,8,0
"370","jc7z",5,"seed ocean blue","English","24","male","Croatian",42192,"1","Pure transmission","0",4,"seed ocean blue",50,50,69,73,185,186,193.6,179.34,7.59999999999999,53.2959326788219,1,4
"371","jc7z",6,"seed dark rose","English","24","male","Croatian",26700,"1","Pure transmission","0",4,"seed dark rose",50,50,61,57,314,313,372.2,327.55,59.2,132.586786114222,1,4
