"","Subject","Confidence","Color_label_matched","Language","Age","Gender","Language_spoken","rt","Condition","Condition_label","Chain","Generation","Color_label_source","Lightness_source","Lighness_matched","Saturation_source","Saturation_matched","Hue_source","Hue_matched","Focal","Seed","Secondary_focal","Dif","Dif_2","Rel_dif","Rel_dif_2","Accuracy_hue","Accuracy_sat"
"297","ey6l",3,"seed mustard","Danish","27","male","dansk",35569,"2","Naming transmission","4",6,"seed sennepsgul",50,50,52,44,72,69,62.4,49.85,26,-6.6,43,-52.589641434263,180.293501048218,3,8
"298","ey6l",3,"seed dark rose","Danish","27","male","dansk",24525,"2","Naming transmission","4",6,"seed mørk rosa",50,50,80,62,300,305,372.2,327.55,278,67.2,27,150.5039193729,54.4904137235116,5,18
"299","ey6l",0,"seed ocean blue","Danish","27","male","dansk",116870,"2","Naming transmission","4",6,"seed havblå",50,50,55,66,184,189,193.6,179.34,136.5,4.59999999999999,52.5,32.258064516129,122.549019607843,5,11
"300","ey6l",4,"seed grass green","Danish","27","male","dansk",13527,"2","Naming transmission","4",6,"seed græsgrøn",50,50,85,89,108,121,136.5,117.98,62.4,15.5,58.6,83.6933045356372,105.433609211947,13,4
"301","eyxs",5,"seed ocean blue","Danish","25","female","dansk",10304,"1","Pure transmission","2",11,"seed havblå",50,50,73,78,181,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,2,5
"302","eyxs",6,"seed grass green","Danish","25","female","dansk",13142,"1","Pure transmission","2",11,"seed græsgrøn",50,50,79,64,109,102,136.5,117.98,62.4,34.5,39.6,186.285097192225,71.2486505937387,7,15
"303","eyxs",5,"seed mustard","Danish","25","female","dansk",7917,"1","Pure transmission","2",11,"seed sennepsgul",50,50,48,61,46,49,62.4,49.85,26,13.4,23,106.772908366534,96.4360587002096,3,13
"304","eyxs",6,"seed dark rose","Danish","25","female","dansk",6679,"1","Pure transmission","2",11,"seed mørk rosa",50,50,52,39,295,300,372.2,327.55,278,72.2,22,161.702127659575,44.3995963673057,5,13
"305","f4z3",6,"seed dark rose","Danish","20","female","dansk",25349,"2","Naming transmission","3",6,"seed mørk rosa",50,50,78,75,329,331,372.2,327.55,278,41.2,53,92.2732362821949,106.962663975782,2,3
"306","f4z3",5,"seed grass green","Danish","20","female","dansk",33080,"2","Naming transmission","3",6,"seed græsgrøn",50,50,46,49,105,103,136.5,117.98,62.4,33.5,40.6,180.885529157667,73.0478589420655,2,3
"307","f4z3",5,"seed ocean blue","Danish","20","female","dansk",38036,"2","Naming transmission","3",6,"seed havblå",50,50,58,58,183,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,1,0
"308","f4z3",5,"seed mustard","Danish","20","female","dansk",12361,"2","Naming transmission","3",6,"seed sennepsgul",50,50,63,68,48,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,0,5
"309","f54z",6,"seed mustard","English","22","male","Czech",4574,"1","Pure transmission","0",9,"seed mustard",50,50,53,53,13,19,62.4,49.85,26,43.4,-7,345.816733067729,-29.3501048218029,6,0
"310","f54z",6,"seed dark rose","English","22","male","Czech",47274,"1","Pure transmission","0",9,"seed dark rose",50,50,59,60,313,308,372.2,327.55,278,64.2,30,143.784994400896,60.5449041372351,5,1
"311","f54z",6,"seed ocean blue","English","22","male","Czech",22450,"1","Pure transmission","0",9,"seed ocean blue",50,50,82,75,196,195,193.6,179.34,136.5,-1.40000000000001,58.5,-9.81767180925671,136.554621848739,1,7
"312","f54z",5,"seed grass green","English","22","male","Czech",17191,"1","Pure transmission","0",9,"seed grass green",50,50,73,77,123,130,136.5,117.98,62.4,6.5,67.6,35.097192224622,121.626484346887,7,4
"313","f7xg",6,"seed dark rose","Danish","54","female","Dansk",11900,"2","Naming transmission","4",2,"seed mørk rosa",50,50,47,41,321,323,372.2,327.55,278,49.2,45,110.190369540873,90.8173562058526,2,6
"314","f7xg",2,"seed ocean blue","Danish","54","female","Dansk",165839,"2","Naming transmission","4",2,"seed havblå",50,50,88,72,184,185,193.6,179.34,136.5,8.59999999999999,48.5,60.3085553997195,113.211951447246,1,16
"315","f7xg",5,"seed grass green","Danish","54","female","Dansk",20391,"2","Naming transmission","4",2,"seed græsgrøn",50,50,62,70,112,115,136.5,117.98,62.4,21.5,52.6,116.090712742981,94.6383591219863,3,8
"316","f7xg",5,"seed mustard","Danish","54","female","Dansk",4931,"2","Naming transmission","4",2,"seed sennepsgul",50,50,45,55,55,49,62.4,49.85,26,13.4,23,106.772908366534,96.4360587002096,6,10
"317","fal4",5,"seed dark rose","Danish","28","male","ita",13938,"1","Pure transmission","1",1,"seed mørk rosa",50,50,64,64,314,300,372.2,327.55,278,72.2,22,161.702127659575,44.3995963673057,14,0
"318","fal4",4,"seed ocean blue","Danish","28","male","ita",9620,"1","Pure transmission","1",1,"seed havblå",50,50,59,76,182,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,2,17
"319","fal4",6,"seed mustard","Danish","28","male","ita",4651,"1","Pure transmission","1",1,"seed sennepsgul",50,50,55,67,45,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,1,12
"320","fal4",6,"seed grass green","Danish","28","male","ita",2311,"1","Pure transmission","1",1,"seed græsgrøn",50,50,60,65,114,135,136.5,117.98,62.4,1.5,72.6,8.09935205183585,130.622526088521,21,5
"321","fvdv",4,"seed mustard","Danish","44","female","Danskogengelsk",29860,"1","Pure transmission","5",2,"seed sennepsgul",50,50,50,58,56,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,0,8
"322","fvdv",3,"seed dark rose","Danish","44","female","Danskogengelsk",46494,"1","Pure transmission","5",2,"seed mørk rosa",50,50,51,60,326,325,372.2,327.55,278,47.2,47,105.711086226204,94.853683148335,1,9
"323","fvdv",4,"seed grass green","Danish","44","female","Danskogengelsk",19877,"1","Pure transmission","5",2,"seed græsgrøn",50,50,53,53,100,94,136.5,117.98,62.4,42.5,31.6,229.481641468683,56.8549838071249,6,0
"324","fvdv",4,"seed ocean blue","Danish","44","female","Danskogengelsk",13579,"1","Pure transmission","5",2,"seed havblå",50,50,73,68,185,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,3,5
"325","fxo2",5,"seed grass green","English","22","male","Czech",26948,"1","Pure transmission","1",0,"seed grass green",50,50,60,63,117.98,122,136.5,117.98,62.4,14.5,59.6,78.2937365010799,107.232817560273,4.02,3
"326","fxo2",5,"seed mustard","English","22","male","Czech",25656,"1","Pure transmission","1",0,"seed mustard",50,50,60,61,49.85,50,62.4,49.85,26,12.4,24,98.804780876494,100.62893081761,0.149999999999999,1
"327","fxo2",5,"seed ocean blue","English","22","male","Czech",23037,"1","Pure transmission","1",0,"seed ocean blue",50,50,60,71,179.34,177,193.6,179.34,136.5,16.6,40.5,116.4095371669,94.5378151260504,2.34,11
"328","fxo2",6,"seed dark rose","English","22","male","Czech",16597,"1","Pure transmission","1",0,"seed dark rose",50,50,60,60,327.55,328,372.2,327.55,278,44.2,50,98.9921612541994,100.908173562058,0.449999999999989,0
"329","g3nb",5,"seed mustard","Danish","23","female","Dansk",6749,"1","Pure transmission","1",9,"seed sennepsgul",50,50,57,58,43,39,62.4,49.85,26,23.4,13,186.454183266932,54.5073375262054,4,1
"330","g3nb",5,"seed ocean blue","Danish","23","female","Dansk",17991,"1","Pure transmission","1",9,"seed havblå",50,50,69,60,180,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1,9
"331","g3nb",4,"seed dark rose","Danish","23","female","Dansk",7861,"1","Pure transmission","1",9,"seed mørk rosa",50,50,87,70,292,302,372.2,327.55,278,70.2,24,157.222844344905,48.4359233097881,10,17
"332","g3nb",5,"seed grass green","Danish","23","female","Dansk",22056,"1","Pure transmission","1",9,"seed græsgrøn",50,50,69,61,138,137,136.5,117.98,62.4,-0.5,74.6,-2.69978401727862,134.220942785174,1,8
"333","g72t",5,"seed ocean blue","Danish","22","male","Dansk",28482,"2","Naming transmission","4",11,"seed havblå",50,50,69,73,185,184,193.6,179.34,136.5,9.59999999999999,47.5,67.3211781206171,110.877684407096,1,4
"334","g72t",4,"seed dark rose","Danish","22","male","Dansk",54773,"2","Naming transmission","4",11,"seed mørk rosa",50,50,58,67,310,304,372.2,327.55,278,68.2,26,152.743561030235,52.4722502522704,6,9
"335","g72t",5,"seed mustard","Danish","22","male","Dansk",36514,"2","Naming transmission","4",11,"seed sennepsgul",50,50,47,52,70,65,62.4,49.85,26,-2.6,39,-20.7171314741036,163.522012578616,5,5
"336","g72t",6,"seed grass green","Danish","22","male","Dansk",34550,"2","Naming transmission","4",11,"seed græsgrøn",50,50,67,65,109,116,136.5,117.98,62.4,20.5,53.6,110.691144708423,96.4375674703131,7,2
"337","g7r4",5,"seed ocean blue","Danish","24","male","Engelsk",10844,"2","Naming transmission","0",14,"seed havblå",50,50,57,54,189,187,193.6,179.34,136.5,6.59999999999999,50.5,46.2833099579243,117.880485527544,2,3
"338","g7r4",5,"seed mustard","Danish","24","male","Engelsk",11879,"2","Naming transmission","0",14,"seed sennepsgul",50,50,72,69,51,52,62.4,49.85,26,10.4,26,82.8685258964144,109.014675052411,1,3
"339","g7r4",5,"seed grass green","Danish","24","male","Engelsk",29036,"2","Naming transmission","0",14,"seed græsgrøn",50,50,47,51,110,105,136.5,117.98,62.4,31.5,42.6,170.086393088553,76.646275638719,5,4
"340","g7r4",5,"seed dark rose","Danish","24","male","Engelsk",42775,"2","Naming transmission","0",14,"seed mørk rosa",50,50,62,88,301,293,372.2,327.55,278,79.2,15,177.379619260918,30.2724520686176,8,26
"341","gvon",5,"seed mustard","Danish","25","male","Dansk",7233,"1","Pure transmission","4",1,"seed sennepsgul",50,50,64,63,51,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,3,1
"342","gvon",5,"seed dark rose","Danish","25","male","Dansk",10094,"1","Pure transmission","4",1,"seed mørk rosa",50,50,49,51,324,326,372.2,327.55,278,46.2,48,103.471444568869,96.8718466195762,2,2
"343","gvon",4,"seed ocean blue","Danish","25","male","Dansk",18448,"1","Pure transmission","4",1,"seed havblå",50,50,55,53,181,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,1,2
"344","gvon",4,"seed grass green","Danish","25","male","Dansk",13397,"1","Pure transmission","4",1,"seed græsgrøn",50,50,72,68,134,134,136.5,117.98,62.4,2.5,71.6,13.4989200863931,128.823317740194,0,4
"345","h8m1",5,"seed grass green","Danish","51","male","dansk",31518,"1","Pure transmission","4",8,"seed græsgrøn",50,50,65,61,131,129,136.5,117.98,62.4,7.5,66.6,40.4967602591793,119.827275998561,2,4
"346","h8m1",4,"seed dark rose","Danish","51","male","dansk",39390,"1","Pure transmission","4",8,"seed mørk rosa",50,50,74,80,318,317,372.2,327.55,278,55.2,39,123.628219484882,78.7083753784056,1,6
"347","h8m1",5,"seed mustard","Danish","51","male","dansk",28433,"1","Pure transmission","4",8,"seed sennepsgul",50,50,60,54,56,55,62.4,49.85,26,7.4,29,58.9641434262948,121.593291404612,1,6
"348","h8m1",3,"seed ocean blue","Danish","51","male","dansk",57114,"1","Pure transmission","4",8,"seed havblå",50,50,67,59,180,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,1,8
"349","hfpw",3,"seed ocean blue","Danish","19","female","Dansk",34511,"2","Naming transmission","2",1,"seed havblå",50,50,51,65,177,176,193.6,179.34,136.5,17.6,39.5,123.422159887798,92.203548085901,1,14
"350","hfpw",5,"seed dark rose","Danish","19","female","Dansk",11503,"2","Naming transmission","2",1,"seed mørk rosa",50,50,64,61,321,318,372.2,327.55,278,54.2,40,121.388577827548,80.7265388496468,3,3
"351","hfpw",2,"seed mustard","Danish","19","female","Dansk",15114,"2","Naming transmission","2",1,"seed sennepsgul",50,50,60,74,52,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,5,14
"352","hfpw",6,"seed grass green","Danish","19","female","Dansk",7115,"2","Naming transmission","2",1,"seed græsgrøn",50,50,62,53,103,103,136.5,117.98,62.4,33.5,40.6,180.885529157667,73.0478589420655,0,9
"353","ho7n",2,"seed ocean blue","Danish","22","male","Dansk",61949,"2","Naming transmission","1",12,"seed havblå",50,50,77,53,178,169,193.6,179.34,136.5,24.6,32.5,172.510518934081,75.8636788048553,9,24
"354","ho7n",4,"seed grass green","Danish","22","male","Dansk",29265,"2","Naming transmission","1",12,"seed græsgrøn",50,50,50,46,136,119,136.5,117.98,62.4,17.5,56.6,94.4924406047516,101.835192515293,17,4
"355","ho7n",5,"seed dark rose","Danish","22","male","Dansk",11687,"2","Naming transmission","1",12,"seed mørk rosa",50,50,70,62,310,307,372.2,327.55,278,65.2,29,146.024636058231,58.5267406659939,3,8
"356","ho7n",5,"seed mustard","Danish","22","male","Dansk",8810,"2","Naming transmission","1",12,"seed sennepsgul",50,50,39,46,56,54,62.4,49.85,26,8.4,28,66.9322709163347,117.400419287212,2,7
"357","hqlg",2,"seed mustard","Danish","21","male","Dansk",46470,"2","Naming transmission","1",0,"seed sennepsgul",50,50,60,50,49.85,47,62.4,49.85,26,15.4,21,122.709163346614,88.0503144654088,2.85,10
"358","hqlg",4,"seed dark rose","Danish","21","male","Dansk",11326,"2","Naming transmission","1",0,"seed mørk rosa",50,50,60,60,327.55,325,372.2,327.55,278,47.2,47,105.711086226204,94.853683148335,2.55000000000001,0
"359","hqlg",4,"seed ocean blue","Danish","21","male","Dansk",18788,"2","Naming transmission","1",0,"seed havblå",50,50,60,57,179.34,178,193.6,179.34,136.5,15.6,41.5,109.396914446003,96.8720821661998,1.34,3
"360","hqlg",5,"seed grass green","Danish","21","male","Dansk",10709,"2","Naming transmission","1",0,"seed græsgrøn",50,50,60,64,117.98,108,136.5,117.98,62.4,28.5,45.6,153.887688984881,82.0439006836992,9.98,4
"361","ht80",6,"seed mustard","Danish","20","female","Hollandsk",15727,"1","Pure transmission","3",7,"seed sennepsgul",50,50,53,56,53,53,62.4,49.85,26,9.4,27,74.9003984063745,113.207547169811,0,3
"362","ht80",4,"seed grass green","Danish","20","female","Hollandsk",18576,"1","Pure transmission","3",7,"seed græsgrøn",50,50,60,53,132,125,136.5,117.98,62.4,11.5,62.6,62.0950323974082,112.630442605254,7,7
"363","ht80",4,"seed dark rose","Danish","20","female","Hollandsk",26875,"1","Pure transmission","3",7,"seed mørk rosa",50,50,46,44,319,319,372.2,327.55,278,53.2,41,119.148936170213,82.744702320888,0,2
"364","ht80",0,"seed ocean blue","Danish","20","female","Hollandsk",17914,"1","Pure transmission","3",7,"seed havblå",50,50,37,24,180,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,2,13
"365","j3tr",4,"seed ocean blue","Danish","46","female","dansk",47095,"1","Pure transmission","3",4,"seed havblå",50,50,52,28,182,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,2,24
"366","j3tr",6,"seed dark rose","Danish","46","female","dansk",36947,"1","Pure transmission","3",4,"seed mørk rosa",50,50,68,62,322,323,372.2,327.55,278,49.2,45,110.190369540873,90.8173562058526,1,6
"367","j3tr",5,"seed mustard","Danish","46","female","dansk",23324,"1","Pure transmission","3",4,"seed sennepsgul",50,50,81,64,52,53,62.4,49.85,26,9.4,27,74.9003984063745,113.207547169811,1,17
"368","j3tr",5,"seed grass green","Danish","46","female","dansk",18674,"1","Pure transmission","3",4,"seed græsgrøn",50,50,50,58,119,128,136.5,117.98,62.4,8.5,65.6,45.8963282937365,118.028067650234,9,8
"369","jc7z",4,"seed grass green","English","24","male","Croatian",29078,"1","Pure transmission","0",4,"seed grass green",50,50,59,59,114,106,136.5,117.98,62.4,30.5,43.6,164.686825053996,78.4454839870457,8,0
"370","jc7z",5,"seed ocean blue","English","24","male","Croatian",42192,"1","Pure transmission","0",4,"seed ocean blue",50,50,69,73,185,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,1,4
"371","jc7z",6,"seed dark rose","English","24","male","Croatian",26700,"1","Pure transmission","0",4,"seed dark rose",50,50,61,57,314,313,372.2,327.55,278,59.2,35,132.586786114222,70.635721493441,1,4
"372","jc7z",6,"seed mustard","English","24","male","Croatian",18886,"1","Pure transmission","0",4,"seed mustard",50,50,70,71,37,37,62.4,49.85,26,25.4,11,202.390438247012,46.1215932914046,0,1
"373","jer4",5,"seed mustard","Danish","29","female","NederlandskDansk",104262,"2","Naming transmission","3",8,"seed sennepsgul",50,50,65,66,48,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,0,1
"374","jer4",6,"seed grass green","Danish","29","female","NederlandskDansk",73131,"2","Naming transmission","3",8,"seed græsgrøn",50,50,41,44,101,108,136.5,117.98,62.4,28.5,45.6,153.887688984881,82.0439006836992,7,3
"375","jer4",6,"seed dark rose","Danish","29","female","NederlandskDansk",18266,"2","Naming transmission","3",8,"seed mørk rosa",50,50,71,68,330,325,372.2,327.55,278,47.2,47,105.711086226204,94.853683148335,5,3
"376","jer4",6,"seed ocean blue","Danish","29","female","NederlandskDansk",10347,"2","Naming transmission","3",8,"seed havblå",50,50,57,63,181,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,1,6
"377","jgqp",5,"seed dark rose","Danish","22","female","Dansk",14595,"2","Naming transmission","3",7,"seed mørk rosa",50,50,75,71,331,330,372.2,327.55,278,42.2,52,94.5128779395297,104.944500504541,1,4
"378","jgqp",5,"seed mustard","Danish","22","female","Dansk",7232,"2","Naming transmission","3",7,"seed sennepsgul",50,50,68,65,48,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,0,3
"379","jgqp",4,"seed grass green","Danish","22","female","Dansk",16023,"2","Naming transmission","3",7,"seed græsgrøn",50,50,49,41,103,101,136.5,117.98,62.4,35.5,38.6,191.684665226782,69.449442245412,2,8
"380","jgqp",5,"seed ocean blue","Danish","22","female","Dansk",17092,"2","Naming transmission","3",7,"seed havblå",50,50,58,57,182,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,1,1
"381","jwe2",6,"seed grass green","Danish","23","female","dansk",12929,"2","Naming transmission","3",5,"seed græsgrøn",50,50,52,46,121,105,136.5,117.98,62.4,31.5,42.6,170.086393088553,76.646275638719,16,6
"382","jwe2",6,"seed mustard","Danish","23","female","dansk",16105,"2","Naming transmission","3",5,"seed sennepsgul",50,50,45,63,51,48,62.4,49.85,26,14.4,22,114.741035856574,92.2431865828092,3,18
"383","jwe2",6,"seed dark rose","Danish","23","female","dansk",12430,"2","Naming transmission","3",5,"seed mørk rosa",50,50,75,78,329,329,372.2,327.55,278,43.2,51,96.7525195968645,102.9263370333,0,3
"384","jwe2",6,"seed ocean blue","Danish","23","female","dansk",11287,"2","Naming transmission","3",5,"seed havblå",50,50,49,58,180,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,3,9
"385","jy2r",3,"seed mustard","Danish","22","female","Dansk",9513,"1","Pure transmission","3",3,"seed sennepsgul",50,50,74,81,48,52,62.4,49.85,26,10.4,26,82.8685258964144,109.014675052411,4,7
"386","jy2r",3,"seed ocean blue","Danish","22","female","Dansk",15025,"1","Pure transmission","3",3,"seed havblå",50,50,59,52,182,182,193.6,179.34,136.5,11.6,45.5,81.3464235624124,106.209150326797,0,7
"387","jy2r",3,"seed grass green","Danish","22","female","Dansk",16081,"1","Pure transmission","3",3,"seed græsgrøn",50,50,59,50,123,119,136.5,117.98,62.4,17.5,56.6,94.4924406047516,101.835192515293,4,9
"388","jy2r",3,"seed dark rose","Danish","22","female","Dansk",8570,"1","Pure transmission","3",3,"seed mørk rosa",50,50,68,68,325,322,372.2,327.55,278,50.2,44,112.430011198208,88.7991927346115,3,0
"389","k7ac",4,"seed ocean blue","Danish","23","female","Dansk",14112,"2","Naming transmission","4",7,"seed havblå",50,50,66,57,189,187,193.6,179.34,136.5,6.59999999999999,50.5,46.2833099579243,117.880485527544,2,9
"390","k7ac",4,"seed dark rose","Danish","23","female","Dansk",10616,"2","Naming transmission","4",7,"seed mørk rosa",50,50,62,51,305,314,372.2,327.55,278,58.2,36,130.347144456887,72.6538849646821,9,11
"391","k7ac",3,"seed grass green","Danish","23","female","Dansk",14717,"2","Naming transmission","4",7,"seed græsgrøn",50,50,89,68,121,103,136.5,117.98,62.4,33.5,40.6,180.885529157667,73.0478589420655,18,21
"392","k7ac",6,"seed mustard","Danish","23","female","Dansk",12590,"2","Naming transmission","4",7,"seed sennepsgul",50,50,44,39,69,69,62.4,49.85,26,-6.6,43,-52.589641434263,180.293501048218,0,5
"393","kfqn",5,"seed dark rose","English","69","male","English",12808,"1","Pure transmission","0",6,"seed dark rose",50,50,76,81,298,310,372.2,327.55,278,62.2,32,139.305711086226,64.5812310797174,12,5
"394","kfqn",5,"seed ocean blue","English","69","male","English",9484,"1","Pure transmission","0",6,"seed ocean blue",50,50,62,56,184,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,1,6
"395","kfqn",5,"seed mustard","English","69","male","English",28965,"1","Pure transmission","0",6,"seed mustard",50,50,65,62,39,38,62.4,49.85,26,24.4,12,194.422310756972,50.314465408805,1,3
"396","kfqn",6,"seed grass green","English","69","male","English",15399,"1","Pure transmission","0",6,"seed grass green",50,50,70,66,118,120,136.5,117.98,62.4,16.5,57.6,89.0928725701944,103.63440086362,2,4
"397","kjo0",5,"seed ocean blue","Danish","22","female","Dansk",8224,"1","Pure transmission","2",13,"seed havblå",50,50,70,72,180,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,1,2
"398","kjo0",6,"seed grass green","Danish","22","female","Dansk",7444,"1","Pure transmission","2",13,"seed græsgrøn",50,50,73,79,102,113,136.5,117.98,62.4,23.5,50.6,126.889848812095,91.0399424253328,11,6
"399","kjo0",6,"seed mustard","Danish","22","female","Dansk",5467,"1","Pure transmission","2",13,"seed sennepsgul",50,50,66,72,50,50,62.4,49.85,26,12.4,24,98.804780876494,100.62893081761,0,6
"400","kjo0",6,"seed dark rose","Danish","22","female","Dansk",2573,"1","Pure transmission","2",13,"seed mørk rosa",50,50,48,50,294,292,372.2,327.55,278,80.2,14,179.619260918253,28.2542885973764,2,2
"401","kkrw",4,"seed dark rose","Danish","22","female","Dansk",19469,"2","Naming transmission","2",7,"seed mørk rosa",50,50,46,62,319,310,372.2,327.55,278,62.2,32,139.305711086226,64.5812310797174,9,16
"402","kkrw",5,"seed grass green","Danish","22","female","Dansk",4056,"2","Naming transmission","2",7,"seed græsgrøn",50,50,70,68,119,121,136.5,117.98,62.4,15.5,58.6,83.6933045356372,105.433609211947,2,2
"403","kkrw",6,"seed mustard","Danish","22","female","Dansk",14760,"2","Naming transmission","2",7,"seed sennepsgul",50,50,70,62,40,40,62.4,49.85,26,22.4,14,178.486055776892,58.7002096436059,0,8
"404","kkrw",3,"seed ocean blue","Danish","22","female","Dansk",9964,"2","Naming transmission","2",7,"seed havblå",50,50,48,45,183,183,193.6,179.34,136.5,10.6,46.5,74.3338008415147,108.543417366947,0,3
"405","kvuz",4,"seed dark rose","Danish","21","female","dansk",5215,"1","Pure transmission","4",5,"seed mørk rosa",50,50,50,53,332,334,372.2,327.55,278,38.2,56,85.5543113101904,113.017154389506,2,3
"406","kvuz",4,"seed grass green","Danish","21","female","dansk",12160,"1","Pure transmission","4",5,"seed græsgrøn",50,50,78,75,113,122,136.5,117.98,62.4,14.5,59.6,78.2937365010799,107.232817560273,9,3
"407","kvuz",4,"seed mustard","Danish","21","female","dansk",15708,"1","Pure transmission","4",5,"seed sennepsgul",50,50,56,65,55,56,62.4,49.85,26,6.4,30,50.996015936255,125.786163522013,1,9
"408","kvuz",4,"seed ocean blue","Danish","21","female","dansk",19883,"1","Pure transmission","4",5,"seed havblå",50,50,61,56,179,181,193.6,179.34,136.5,12.6,44.5,88.35904628331,103.874883286648,2,5
"409","ky33",3,"seed mustard","Danish","22","female","Dansk",49878,"1","Pure transmission","4",4,"seed sennepsgul",50,50,51,56,53,55,62.4,49.85,26,7.4,29,58.9641434262948,121.593291404612,2,5
"410","ky33",1,"seed dark rose","Danish","22","female","Dansk",75592,"1","Pure transmission","4",4,"seed mørk rosa",50,50,50,50,329,332,372.2,327.55,278,40.2,54,90.03359462486,108.980827447023,3,0
"411","ky33",5,"seed grass green","Danish","22","female","Dansk",36529,"1","Pure transmission","4",4,"seed græsgrøn",50,50,71,78,127,113,136.5,117.98,62.4,23.5,50.6,126.889848812095,91.0399424253328,14,7
"412","ky33",3,"seed ocean blue","Danish","22","female","Dansk",47392,"1","Pure transmission","4",4,"seed havblå",50,50,55,61,179,179,193.6,179.34,136.5,14.6,42.5,102.384291725105,99.2063492063492,0,6
"413","l4jk",6,"seed ocean blue","Danish","20","female","Dansk",18326,"2","Naming transmission","3",3,"seed havblå",50,50,76,69,179,180,193.6,179.34,136.5,13.6,43.5,95.3716690042076,101.540616246499,1,7
"414","l4jk",6,"seed grass green","Danish","20","female","Dansk",20050,"2","Naming transmission","3",3,"seed græsgrøn",50,50,62,57,137,136,136.5,117.98,62.4,0.5,73.6,2.69978401727862,132.421734436848,1,5
"415","l4jk",6,"seed mustard","Danish","20","female","Dansk",15451,"2","Naming transmission","3",3,"seed sennepsgul",50,50,51,52,51,50,62.4,49.85,26,12.4,24,98.804780876494,100.62893081761,1,1
"416","l4jk",6,"seed dark rose","Danish","20","female","Dansk",27506,"2","Naming transmission","3",3,"seed mørk rosa",50,50,70,68,331,331,372.2,327.55,278,41.2,53,92.2732362821949,106.962663975782,0,2
"417","l9ov",4,"seed dark rose","Danish","20","female","Dansk",20804,"2","Naming transmission","1",10,"seed mørk rosa",50,50,62,62,316,319,372.2,327.55,278,53.2,41,119.148936170213,82.744702320888,3,0
"418","l9ov",2,"seed mustard","Danish","20","female","Dansk",38963,"2","Naming transmission","1",10,"seed sennepsgul",50,50,36,42,54,54,62.4,49.85,26,8.4,28,66.9322709163347,117.400419287212,0,6
"419","l9ov",3,"seed ocean blue","Danish","20","female","Dansk",41050,"2","Naming transmission","1",10,"seed havblå",50,50,64,76,178,177,193.6,179.34,136.5,16.6,40.5,116.4095371669,94.5378151260504,1,12
"420","l9ov",3,"seed grass green","Danish","20","female","Dansk",13912,"2","Naming transmission","1",10,"seed græsgrøn",50,50,46,48,135,132,136.5,117.98,62.4,4.5,69.6,24.2980561555076,125.224901043541,3,2
"421","lhww",3,"seed grass green","English","22","female","polish",34885,"2","Naming transmission","0",3,"seed grass green",50,50,58,60,137,135,136.5,117.98,62.4,1.5,72.6,8.09935205183585,130.622526088521,2,2
"422","lhww",5,"seed mustard","English","22","female","polish",34644,"2","Naming transmission","0",3,"seed mustard",50,50,78,68,44,46,62.4,49.85,26,16.4,20,130.677290836653,83.8574423480084,2,10
"423","lhww",5,"seed ocean blue","English","22","female","polish",50469,"2","Naming transmission","0",3,"seed ocean blue",50,50,68,84,184,186,193.6,179.34,136.5,7.59999999999999,49.5,53.2959326788219,115.546218487395,2,16
"424","lhww",6,"seed dark rose","English","22","female","polish",20300,"2","Naming transmission","0",3,"seed dark rose",50,50,61,62,321,313,372.2,327.55,278,59.2,35,132.586786114222,70.635721493441,8,1
"425","lp4v",5,"seed dark rose","Danish","26","female","Dansk",19298,"1","Pure transmission","4",2,"seed mørk rosa",50,50,51,55,326,329,372.2,327.55,278,43.2,51,96.7525195968645,102.9263370333,3,4
"426","lp4v",4,"seed mustard","Danish","26","female","Dansk",15590,"1","Pure transmission","4",2,"seed sennepsgul",50,50,63,59,48,49,62.4,49.85,26,13.4,23,106.772908366534,96.4360587002096,1,4
"427","lp4v",4,"seed grass green","Danish","26","female","Dansk",32970,"1","Pure transmission","4",2,"seed græsgrøn",50,50,68,79,134,139,136.5,117.98,62.4,-2.5,76.6,-13.4989200863931,137.819359481828,5,11
